"codigo_ocorrencia";"ocorrencia_classificacao";"ocorrencia_latitude";"ocorrencia_longitude";"ocorrencia_cidade";"ocorrencia_uf";"ocorrencia_pais";"ocorrencia_aerodromo";"ocorrencia_dia";"ocorrencia_hora";"investigacao_aeronave_liberada";"investigacao_status";"divulgacao_relatorio_numero";"divulgacao_relatorio_publicado";"divulgacao_dia_publicacao";"total_recomendacoes";"total_aeronaves_envolvidas";"ocorrencia_saida_pista";"Mes";"Dia_mes";"Semana_mes";"Dia_Semana";"Hora"
45692;"INCIDENTE";NA;NA;"FRANCA";"SP";"BRASIL";"";2012-03-15;14:35:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;15;3;5;14
45729;"ACIDENTE";-19,9775;-56,4361111111;"MIRANDA";"MS";"BRASIL";"";2012-03-15;10:00:00;"SIM";"FINALIZADA";"A-185/CENIPA/2013";"SIM";2014-01-08;0;1;"SIM";3;15;3;5;10
45625;"INCIDENTE";NA;NA;"SANTA MARIA";"RS";"BRASIL";"";2012-03-16;12:25:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;16;3;6;12
45654;"INCIDENTE GRAVE";NA;NA;"SÃO JOSÉ";"SC";"BRASIL";"SSKT";2012-03-16;21:00:00;"SIM";"FINALIZADA";"IG-092/CENIPA/2013";"SIM";2013-10-21;0;1;"SIM";3;16;3;6;21
45691;"INCIDENTE";NA;NA;"FRANCO DA ROCHA";"SP";"BRASIL";"";2012-03-16;18:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;16;3;6;18
45864;"INCIDENTE";NA;NA;"CAMPOS DOS GOYTACAZES";"RJ";"BRASIL";"";2012-03-17;17:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;17;3;7;17
45685;"INCIDENTE";NA;NA;"CABO FRIO";"RJ";"BRASIL";"SBBZ";2012-03-18;12:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;18;3;1;12
45619;"ACIDENTE";NA;NA;"SOROCABA";"SP";"BRASIL";"SDCO";2012-03-19;19:18:00;"";"";"";"NÃO";NA;0;1;"NÃO";3;19;3;2;19
45652;"ACIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"";2012-03-19;14:20:00;"SIM";"FINALIZADA";"A-093/CENIPA/2013";"SIM";2013-10-21;0;1;"NÃO";3;19;3;2;14
45686;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"";2012-03-20;16:10:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;20;3;3;16
46067;"INCIDENTE";NA;NA;"MACAÉ";"RJ";"BRASIL";"";2012-03-21;12:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;21;3;4;12
45795;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2012-03-22;19:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;22;4;5;19
45796;"INCIDENTE";NA;NA;"FORTALEZA";"CE";"BRASIL";"SBFZ";2012-03-22;14:41:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;22;4;5;14
45730;"ACIDENTE";-22,9180555556;-42,8288888889;"MARICÁ";"RJ";"BRASIL";"SDMC";2012-03-23;16:15:00;"SIM";"FINALIZADA";"A-094/CENIPA/2013";"SIM";2013-10-21;0;1;"SIM";3;23;4;6;16
45798;"INCIDENTE GRAVE";NA;NA;"CHAPECÓ";"SC";"BRASIL";"";2012-03-23;21:17:00;"SIM";"FINALIZADA";"IG-174/CENIPA/2013";"SIM";2013-12-18;0;1;"NÃO";3;23;4;6;21
45651;"INCIDENTE GRAVE";-23,379722;-47,384444;"ITU";"SP";"BRASIL";"";2012-03-24;20:45:00;"";"FINALIZADA";"IG-593/CENIPA/2018";"SIM";2021-08-19;1;1;"NÃO";3;24;4;7;20
45794;"ACIDENTE";-26,8786111111;-48,6508333333;"NAVEGANTES";"SC";"BRASIL";"SBNF";2012-03-24;17:40:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;1;"NÃO";3;24;4;7;17
45784;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"";2012-03-26;17:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;26;4;2;17
45797;"INCIDENTE";NA;NA;"RIBEIRÃO PRETO";"SP";"BRASIL";"SBRP";2012-03-26;20:38:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;26;4;2;20
46901;"ACIDENTE";-3,0411111111;-60,0505555556;"MANAUS";"AM";"BRASIL";"SBEG";2012-03-26;20:30:00;"SIM";"FINALIZADA";"A-106/CENIPA/2012";"SIM";2012-09-20;2;1;"NÃO";3;26;4;2;20
52057;"INCIDENTE";NA;NA;"MACEIÓ";"AL";"BRASIL";"SBMO";2012-03-26;13:19:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;26;4;2;13
45792;"INCIDENTE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"SBSP";2012-03-27;16:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;27;4;3;16
45793;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"";2012-03-27;19:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;27;4;3;19
45780;"INCIDENTE";NA;NA;"CAMPINAS";"SP";"BRASIL";"";2012-03-28;19:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;28;4;4;19
45790;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2012-03-28;21:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;28;4;4;21
45791;"INCIDENTE";NA;NA;"MACAÉ";"RJ";"BRASIL";"SBME";2012-03-28;13:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;28;4;4;13
45773;"INCIDENTE";NA;NA;"SANTA MARIA";"RS";"BRASIL";"";2012-03-29;20:33:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;29;5;5;20
45785;"INCIDENTE";-4,5777777778;-65,3327777778;"COARI";"AM";"BRASIL";"";2012-03-29;15:20:00;"SIM";"FINALIZADA";"I-535/CENIPA/2014";"SIM";2014-06-12;3;1;"NÃO";3;29;5;5;15
45754;"INCIDENTE GRAVE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBNV";2012-03-30;14:30:00;"SIM";"FINALIZADA";"IG-097/CENIPA/2013";"SIM";2013-10-21;0;1;"SIM";3;30;5;6;14
45774;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2012-03-30;13:31:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";3;30;5;6;13
45731;"ACIDENTE";NA;NA;"PALMAS";"TO";"BRASIL";"";2012-03-31;19:21:00;"SIM";"FINALIZADA";"A-098/CENIPA/2013";"SIM";2014-10-14;0;1;"NÃO";3;31;5;7;19
46069;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"";2012-04-01;13:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;1;1;1;13
45753;"INCIDENTE GRAVE";-22,2975;-46,3905555556;"OURO FINO";"MG";"BRASIL";"SNOF";2012-04-02;16:30:00;"SIM";"FINALIZADA";"IG-556/CENIPA/2014";"SIM";2014-06-17;0;1;"SIM";4;2;1;2;16
45775;"INCIDENTE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"";2012-04-02;18:32:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;2;1;2;18
45732;"ACIDENTE";-10,2961111111;-48,3405555556;"SORRISO";"MT";"BRASIL";"";2012-04-03;17:30:00;"";"FINALIZADA";"ENCERRADA NO RAI";"NÃO";NA;0;1;"NÃO";4;3;1;3;17
45756;"INCIDENTE GRAVE";NA;NA;"SÃO FÉLIX DO XINGU";"PA";"BRASIL";"";2012-04-03;14:25:00;"SIM";"FINALIZADA";"IG-588/CENIPA/2018";"SIM";2019-04-08;1;1;"NÃO";4;3;1;3;14
45755;"INCIDENTE GRAVE";-8,2844444444;-36,0108333333;"CARUARU";"PE";"BRASIL";"SNRU";2012-04-04;10:45:00;"SIM";"FINALIZADA";"IG-100/CENIPA/2013";"SIM";2014-10-20;0;1;"NÃO";4;4;1;4;10
52058;"INCIDENTE";NA;NA;"BAURU";"SP";"BRASIL";"SBBU";2012-04-04;20:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;4;1;4;20
45733;"ACIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"";2012-04-05;17:00:00;"";"";"";"NÃO";NA;0;1;"NÃO";4;5;1;5;17
45734;"ACIDENTE";-19,1416666667;-45,9875;"TIROS";"MG";"BRASIL";"";2012-04-06;13:37:00;"SIM";"FINALIZADA";"A-534/CENIPA/2014";"SIM";2014-08-15;0;1;"NÃO";4;6;1;6;13
45752;"INCIDENTE GRAVE";-22,9791666667;-46,5375;"BRAGANÇA PAULISTA";"SP";"BRASIL";"SBBP";2012-04-11;12:00:00;"SIM";"FINALIZADA";"IG-101/CENIPA/2013";"SIM";2014-11-24;4;1;"SIM";4;11;2;4;12
45776;"INCIDENTE";NA;NA;"GOVERNADOR VALADARES";"MG";"BRASIL";"";2012-04-11;09:15:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;11;2;4;9
47082;"INCIDENTE GRAVE";-13,8333;-58,8;"SAPEZAL";"MT";"BRASIL";"";2012-04-11;11:30:00;"";"FINALIZADA";"IG-514/CENIPA/2018";"SIM";2019-03-11;0;1;"NÃO";4;11;2;4;11
45779;"INCIDENTE";NA;NA;"BRASÍLIA";"DF";"BRASIL";"";2012-04-12;19:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;12;2;5;19
45803;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2012-04-12;10:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;12;2;5;10
45746;"ACIDENTE";NA;NA;"FRANCA";"SP";"BRASIL";"";2012-04-13;20:25:00;"";"";"";"NÃO";NA;0;1;"NÃO";4;13;2;6;20
45747;"ACIDENTE";-20,5055555556;-54,3608333333;"CAMPO GRANDE";"MS";"BRASIL";"SSKG";2012-04-13;20:30:00;"SIM";"FINALIZADA";"A-102/CENIPA/2013";"SIM";2014-07-21;0;1;"NÃO";4;13;2;6;20
45750;"ACIDENTE";NA;NA;"ITIRAPINA";"SP";"BRASIL";"";2012-04-13;15:45:00;"";"";"";"NÃO";NA;0;1;"NÃO";4;13;2;6;15
45751;"ACIDENTE";-24,1647222222;-46,7855555556;"ITANHAÉM";"SP";"BRASIL";"";2012-04-14;15:30:00;"SIM";"FINALIZADA";"A-017/CENIPA/2013";"SIM";2013-07-16;2;1;"SIM";4;14;2;7;15
45749;"ACIDENTE";-22,7916666667;-45,2044444444;"GUARATINGUETÁ";"SP";"BRASIL";"SBGW";2012-04-15;20:45:00;"SIM";"FINALIZADA";"A-103/CENIPA/2013";"SIM";2014-07-21;0;1;"NÃO";4;15;3;1;20
45777;"INCIDENTE";NA;NA;"MANAUS";"AM";"BRASIL";"SBEG";2012-04-15;06:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;15;3;1;6
45781;"INCIDENTE";NA;NA;"UBERLÂNDIA";"MG";"BRASIL";"SBUL";2012-04-15;20:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;15;3;1;20
46056;"INCIDENTE";NA;NA;"GUAÍBA";"RS";"BRASIL";"";2012-04-15;12:05:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;15;3;1;12
45748;"ACIDENTE";-3,7758333333;-38,5322222222;"FORTALEZA";"CE";"BRASIL";"SBFZ";2012-04-16;22:50:00;"SIM";"FINALIZADA";"A-104/CENIPA/2013";"SIM";2014-07-21;0;1;"NÃO";4;16;3;2;22
46053;"INCIDENTE";NA;NA;"MACAÉ";"RJ";"BRASIL";"SBME";2012-04-18;12:59:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;18;3;4;12
45778;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2012-04-19;21:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;19;3;5;21
45757;"ACIDENTE";-23,1880555556;-46,9411111111;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2012-04-20;20:20:00;"SIM";"FINALIZADA";"A-050/CENIPA/2014";"SIM";2014-08-15;2;1;"NÃO";4;20;3;6;20
45759;"ACIDENTE";-0,0075;-51,1336111111;"MACAPÁ";"AP";"BRASIL";"";2012-04-20;08:55:00;"SIM";"FINALIZADA";"A-605/CENIPA/2014";"SIM";2016-08-26;2;1;"NÃO";4;20;3;6;8
45783;"INCIDENTE";NA;NA;"CHAVES";"PA";"BRASIL";"";2012-04-21;12:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;21;3;7;12
46052;"INCIDENTE";NA;NA;"COARI";"AM";"BRASIL";"";2012-04-21;13:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;21;3;7;13
45834;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2012-04-23;21:35:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;23;4;2;21
45835;"INCIDENTE GRAVE";NA;NA;"BLUMENAU";"SC";"BRASIL";"SSBL";2012-04-23;13:50:00;"SIM";"FINALIZADA";"IG-106/CENIPA/2013";"SIM";2013-10-21;0;1;"NÃO";4;23;4;2;13
46048;"ACIDENTE";-23,4363888889;-46,4783333333;"GUARULHOS";"SP";"BRASIL";"SBGR";2012-04-24;16:40:00;"SIM";"FINALIZADA";"A-504/CENIPA/2019";"SIM";2019-06-28;1;1;"SIM";4;24;4;3;16
45804;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"";2012-04-25;09:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;25;4;4;9
46055;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"";2012-04-25;20:24:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;25;4;4;20
46068;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2012-04-25;11:26:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;25;4;4;11
45820;"ACIDENTE";-24,0330555556;-46,28;"GUARUJÁ";"SP";"BRASIL";"";2012-04-26;17:26:00;"SIM";"FINALIZADA";"A-507/CENIPA/2015";"SIM";2015-09-14;3;1;"NÃO";4;26;4;5;17
45799;"ACIDENTE";-29,3647222222;-50,8272222222;"SÃO SEBASTIÃO DO PASSÉ";"BA";"BRASIL";"";2012-04-27;12:40:00;"SIM";"FINALIZADA";"A-107/CENIPA/2013";"SIM";2014-08-15;1;1;"NÃO";4;27;4;6;12
45801;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"SBGR";2012-04-27;03:54:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;27;4;6;3
45844;"INCIDENTE";NA;NA;"CONFINS";"MG";"BRASIL";"SBCF";2012-04-27;01:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;27;4;6;1
45842;"INCIDENTE";NA;NA;"MACAPÁ";"AP";"BRASIL";"SBMQ";2012-04-28;14:23:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;28;4;7;14
46109;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2012-04-28;11:23:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;28;4;7;11
53433;"ACIDENTE";NA;NA;"MARINGÁ";"PR";"BRASIL";"SSXO";2012-04-28;20:00:00;"SIM";"FINALIZADA";"A-545/CENIPA/2015";"SIM";2015-11-16;0;1;"NÃO";4;28;4;7;20
46070;"INCIDENTE";NA;NA;"TEIXEIRA DE FREITAS";"BA";"BRASIL";"SNTF";2012-04-29;20:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;29;5;1;20
45800;"INCIDENTE GRAVE";-12,9141666667;-38,3391666667;"SALVADOR";"BA";"BRASIL";"SBSV";2012-04-30;20:25:00;"SIM";"FINALIZADA";"IG-566/CENIPA/2016";"SIM";2019-05-16;0;1;"NÃO";4;30;5;2;20
45821;"ACIDENTE";-23,5075;-46,6344444444;"LENÇÓIS PAULISTA";"SP";"BRASIL";"";2012-05-01;17:15:00;"SIM";"FINALIZADA";"A-172/CENIPA/2013";"SIM";2013-12-30;2;1;"NÃO";5;1;1;3;17
45843;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"SBGR";2012-05-01;23:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;1;1;3;23
45845;"INCIDENTE";NA;NA;"VITÓRIA";"ES";"BRASIL";"SBVT";2012-05-02;19:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;2;1;4;19
45850;"INCIDENTE";NA;NA;"SERRA";"ES";"BRASIL";"";2012-05-02;19:09:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;2;1;4;19
45831;"INCIDENTE GRAVE";NA;NA;"MARINGÁ";"PR";"BRASIL";"SBMG";2012-05-03;12:00:00;"SIM";"FINALIZADA";"IG-176/CENIPA/2013";"SIM";2013-12-18;0;1;"NÃO";5;3;1;5;12
45833;"INCIDENTE GRAVE";-22,9627777778;-42,835;"MARICÁ";"RJ";"BRASIL";"";2012-05-03;11:20:00;"SIM";"FINALIZADA";"IG-514/CENIPA/2015";"SIM";2015-08-28;0;1;"NÃO";5;3;1;5;11
46111;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2012-05-03;11:28:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;3;1;5;11
45912;"INCIDENTE GRAVE";-2,7269444444;-62,9505555556;"MUCAJAÍ";"RR";"BRASIL";"SWMV";2012-05-04;19:30:00;"SIM";"FINALIZADA";"IG-110/CENIPA/2013";"SIM";2014-10-02;0;1;"NÃO";5;4;1;6;19
45822;"ACIDENTE";-8,6055555556;-63,6013888889;"PORTO VELHO";"RO";"BRASIL";"";2012-05-05;11:15:00;"SIM";"FINALIZADA";"A-111/CENIPA/2013";"SIM";2014-07-21;0;1;"NÃO";5;5;1;7;11
45830;"INCIDENTE GRAVE";NA;NA;"FORMOSA";"GO";"BRASIL";"SWFR";2012-05-06;19:00:00;"";"FINALIZADA";"ENCERRADA NO RAI";"NÃO";NA;0;1;"SIM";5;6;1;1;19
45841;"INCIDENTE";NA;NA;"RIO BRANCO";"AC";"BRASIL";"SBRB";2012-05-07;23:42:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;7;1;2;23
46847;"ACIDENTE";NA;NA;"MARECHAL CÂNDIDO RONDON";"PR";"BRASIL";"SSCR";2012-05-07;20:25:00;"SIM";"FINALIZADA";"A-112/CENIPA/2013";"SIM";2013-11-13;2;1;"NÃO";5;7;1;2;20
45819;"ACIDENTE";-16,4405555556;-52,0041666667;"PIRANHAS";"GO";"BRASIL";"";2012-05-08;19:30:00;"SIM";"FINALIZADA";"A-061CENIPA2013";"SIM";2016-03-04;2;1;"NÃO";5;8;2;3;19
46072;"INCIDENTE";NA;NA;"UBERABA";"MG";"BRASIL";"SBUR";2012-05-09;10:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;9;2;4;10
45829;"ACIDENTE";NA;NA;"SANTA MARIANA";"PR";"BRASIL";"";2012-05-10;12:00:00;"SIM";"FINALIZADA";"A-602/CENIPA/2014";"SIM";2014-10-10;0;1;"NÃO";5;10;2;5;12
45853;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBRJ";2012-05-10;14:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;10;2;5;14
45849;"INCIDENTE";NA;NA;"SÃO JOSÉ DO RIO PRETO";"SP";"BRASIL";"SBSR";2012-05-16;11:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;16;3;4;11
45856;"INCIDENTE GRAVE";-1,5922222222;-60,2094444444;"PRESIDENTE FIGUEIREDO";"AM";"BRASIL";"";2012-05-16;19:30:00;"SIM";"FINALIZADA";"IG-113/CENIPA/2013";"SIM";2014-10-02;0;1;"NÃO";5;16;3;4;19
45892;"INCIDENTE";NA;NA;"CONFINS";"MG";"BRASIL";"SBCF";2012-05-16;17:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;16;3;4;17
45894;"ACIDENTE";0,1525;-50,38972;"AFUÁ";"PA";"BRASIL";"";2012-05-16;12:10:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;1;"NÃO";5;16;3;4;12
45854;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2012-05-17;19:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;17;3;5;19
45895;"INCIDENTE";NA;NA;"SALVADOR";"BA";"BRASIL";"SBSV";2012-05-17;09:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;17;3;5;9
45857;"ACIDENTE";-23,5066666;-46,6338888;"SÃO PAULO";"SP";"BRASIL";"SBMT";2012-05-18;10:17:00;"";"FINALIZADA";"A-596/CENIPA/2018";"SIM";2019-04-08;1;1;"NÃO";5;18;3;6;10
45862;"INCIDENTE";NA;NA;"RIBEIRÃO PRETO";"SP";"BRASIL";"";2012-05-18;17:56:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;18;3;6;17
45865;"INCIDENTE";NA;NA;"ITÁPOLIS";"SP";"BRASIL";"";2012-05-18;19:45:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;1;"NÃO";5;18;3;6;19
45867;"INCIDENTE GRAVE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"";2012-05-18;15:00:00;"";"FINALIZADA";"A DEFINIR";"SIM";2019-10-18;0;1;"NÃO";5;18;3;6;15
45859;"INCIDENTE GRAVE";NA;NA;"AMARGOSA";"BA";"BRASIL";"SNAZ";2012-05-19;13:40:00;"SIM";"FINALIZADA";"IG-114/CENIPA/2013";"SIM";2013-10-21;2;1;"NÃO";5;19;3;7;13
45861;"INCIDENTE";NA;NA;"PARNAMIRIM";"RN";"BRASIL";"SBNT";2012-05-19;10:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;19;3;7;10
45944;"INCIDENTE";NA;NA;"CAMPINAS";"SP";"BRASIL";"SBKP";2012-05-19;10:28:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;19;3;7;10
45866;"ACIDENTE";-21,4638888889;-51,5916666667;"DRACENA";"SP";"BRASIL";"";2012-05-20;19:35:00;"SIM";"FINALIZADA";"A-115/CENIPA/2013";"SIM";2014-07-21;1;1;"NÃO";5;20;3;1;19
45890;"ACIDENTE";NA;NA;"IMBITUBA";"SC";"BRASIL";"";2012-05-20;17:40:00;"SIM";"FINALIZADA";"A-183/CENIPA/2013";"SIM";2014-01-08;0;1;"NÃO";5;20;3;1;17
45903;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2012-05-20;21:17:00;"";"FINALIZADA";"";"NÃO";NA;0;2;"NÃO";5;20;3;1;21
45889;"INCIDENTE";NA;NA;"BOTUCATU";"SP";"BRASIL";"SDBK";2012-05-22;13:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;22;4;3;13
52059;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2012-05-22;13:07:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;22;4;3;13
45891;"INCIDENTE GRAVE";NA;NA;"TOLEDO";"PR";"BRASIL";"SBTD";2012-05-23;11:35:00;"SIM";"FINALIZADA";"IG-599/CENIPA/2014";"SIM";2016-06-03;0;1;"NÃO";5;23;4;4;11
45915;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBRJ";2012-05-23;14:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;23;4;4;14
46049;"INCIDENTE GRAVE";2,6988888889;-58,2613888889;"ITAPIRANGA";"AM";"BRASIL";"";2012-05-23;20:20:00;"SIM";"FINALIZADA";"IG-116/CENIPA/2013";"SIM";2015-04-24;1;1;"NÃO";5;23;4;4;20
45860;"INCIDENTE";NA;NA;"RIO BRANCO";"AC";"BRASIL";"SBRB";2012-05-24;03:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;24;4;5;3
45887;"INCIDENTE";NA;NA;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2012-05-24;19:23:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;24;4;5;19
45913;"ACIDENTE";NA;NA;"ALCÂNTARA";"MA";"BRASIL";"";2012-05-25;20:45:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;1;"NÃO";5;25;4;6;20
45916;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2012-05-25;18:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;25;4;6;18
45941;"INCIDENTE GRAVE";-23,6872222222;-47,5575;"SALTO DE PIRAPORA";"SP";"BRASIL";"SDBN";2012-05-25;20:15:00;"SIM";"FINALIZADA";"IG-510/CENIPA/2019";"SIM";2020-07-24;0;1;"SIM";5;25;4;6;20
46701;"INCIDENTE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"SBSP";2012-05-25;15:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;25;4;6;15
52240;"INCIDENTE GRAVE";NA;NA;"CASCAVEL";"PR";"BRASIL";"SBCA";2012-05-25;20:45:00;"SIM";"FINALIZADA";"IG-601/CENIPA/2014";"SIM";2014-10-13;0;1;"NÃO";5;25;4;6;20
45927;"ACIDENTE";NA;NA;"TATUÍ";"SP";"BRASIL";"SDTF";2012-05-26;12:30:00;"SIM";"FINALIZADA";"A-117/CENIPA/2013";"SIM";2014-08-15;0;1;"NÃO";5;26;4;7;12
45929;"ACIDENTE";-19,9080555556;-43,9852777778;"BELO HORIZONTE";"MG";"BRASIL";"SBPR";2012-05-26;11:00:00;"SIM";"FINALIZADA";"A-554/CENIPA/2015";"SIM";2015-11-30;0;1;"SIM";5;26;4;7;11
45950;"INCIDENTE";-23,1277777778;-46,5747222222;"SÃO PAULO";"SP";"BRASIL";"SBMT";2012-05-26;19:30:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;1;"SIM";5;26;4;7;19
45928;"ACIDENTE";-19,8538888889;-47,7797222222;"DELTA";"MG";"BRASIL";"";2012-05-27;14:00:00;"";"FINALIZADA";"ENCERRADA NO RAI";"NÃO";NA;0;1;"NÃO";5;27;4;1;14
45902;"ACIDENTE";NA;NA;"PONTA GROSSA";"PR";"BRASIL";"SBPG";2012-05-28;20:25:00;"SIM";"FINALIZADA";"A-118/CENIPA/2013";"SIM";2013-11-13;0;1;"NÃO";5;28;4;2;20
45939;"ACIDENTE";NA;NA;"UMUARAMA";"PR";"BRASIL";"";2012-05-30;19:00:00;"";"FINALIZADA";"ENCERRADA NO RAI";"NÃO";NA;0;1;"NÃO";5;30;5;4;19
