"codigo_ocorrencia";"ocorrencia_classificacao";"ocorrencia_latitude";"ocorrencia_longitude";"ocorrencia_cidade";"ocorrencia_uf";"ocorrencia_pais";"ocorrencia_aerodromo";"ocorrencia_dia";"ocorrencia_hora";"investigacao_aeronave_liberada";"investigacao_status";"divulgacao_relatorio_numero";"divulgacao_relatorio_publicado";"divulgacao_dia_publicacao";"total_recomendacoes";"total_aeronaves_envolvidas";"ocorrencia_saida_pista";"Mes";"Dia_mes";"Semana_mes";"Dia_Semana";"Hora"
61012;"ACIDENTE";-16,5413888889;-39,1080555556;"PORTO SEGURO";"BA";"BRASIL";"SBTV";2016-04-21;14:40:00;"SIM";"FINALIZADA";"A - 073/CENIPA/2016";"SIM";2017-05-02;1;1;"SIM";4;21;3;5;14
61033;"INCIDENTE GRAVE";-22,9752777778;-44,3072222222;"ANGRA DOS REIS";"RJ";"BRASIL";"SDAG";2016-04-21;16:45:00;"SIM";"ATIVA";"IG-075/CENIPA/2016";"NÃO";NA;0;1;"NÃO";4;21;3;5;16
61043;"INCIDENTE";22,9752777778;-44,3072222222;"ANGRA DOS REIS";"RJ";"BRASIL";"SDAG";2016-04-21;19:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;21;3;5;19
61011;"INCIDENTE";-3,0388888889;-60,0461111111;"MANAUS";"AM";"BRASIL";"SBEG";2016-04-22;15:57:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;22;4;6;15
61042;"ACIDENTE";-22,9463888889;-43,4113888889;"RIO DE JANEIRO";"RJ";"BRASIL";"";2016-04-22;14:50:00;"SIM";"FINALIZADA";"A-077/CENIPA/2016";"SIM";2017-10-27;0;1;"NÃO";4;22;4;6;14
61070;"INCIDENTE GRAVE";-8,0305555556;-49,9805555556;"REDENÇÃO";"PA";"BRASIL";"SNDC";2016-04-22;18:30:00;"SIM";"FINALIZADA";"IG-076/CENIPA/2016";"SIM";2017-05-26;2;1;"SIM";4;22;4;6;18
61031;"ACIDENTE";NA;NA;"PIRAQUARA";"PR";"BRASIL";"SISY";2016-04-25;13:58:00;"SIM";"FINALIZADA";"A-078/CENIPA/2016";"SIM";2019-05-16;0;1;"NÃO";4;25;4;2;13
65192;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2016-04-25;18:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;25;4;2;18
61025;"INCIDENTE";-8,6263888889;-34,9227777778;"RECIFE";"PE";"BRASIL";"SBRF";2016-04-26;23:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;26;4;3;23
61051;"ACIDENTE";-14,3975;-56,9158333333;"ARENÁPOLIS";"MT";"BRASIL";"";2016-04-26;19:30:00;"SIM";"FINALIZADA";"A-079/CENIPA/2016";"SIM";2018-07-27;0;1;"NÃO";4;26;4;3;19
61030;"INCIDENTE";-1,6386111111;-50,4413888889;"BREVES";"PA";"BRASIL";"SNVS";2016-04-27;15:12:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;27;4;4;15
61037;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2016-04-27;19:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;27;4;4;19
61052;"INCIDENTE";-23,6261111111;46,6563888889;"SÃO PAULO";"SP";"BRASIL";"SBSP";2016-04-28;23:13:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;28;4;5;23
61073;"ACIDENTE";-21,7908333333;-41,3061111111;"CAMPOS DOS GOYTACAZES";"RJ";"BRASIL";"";2016-04-28;13:30:00;"SIM";"ATIVA";"A-080/CENIPA/2016";"NÃO";NA;0;1;"NÃO";4;28;4;5;13
61080;"INCIDENTE";-15,8711111111;-47,9186111111;"BRASÍLIA";"DF";"BRASIL";"SBBR";2016-04-28;18:48:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";4;28;4;5;18
65186;"ACIDENTE";-20,7408333333;-45,9763888889;"GUAPÉ";"MG";"BRASIL";"";2016-04-30;18:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";4;30;5;7;18
61053;"ACIDENTE";NA;NA;"VIAMÃO";"RS";"BRASIL";"";2016-05-01;16:15:00;"SIM";"FINALIZADA";"A-081/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";5;1;1;1;16
61079;"ACIDENTE";NA;NA;"PONTA GROSSA";"PR";"BRASIL";"SBPG";2016-05-01;19:15:00;"SIM";"FINALIZADA";"A-082/CENIPA/2016";"SIM";2017-05-02;0;1;"NÃO";5;1;1;1;19
61071;"ACIDENTE";-23,855;-46,3616666667;"SANTOS";"SP";"BRASIL";"";2016-05-02;15:12:00;"SIM";"FINALIZADA";"A-083/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";5;2;1;2;15
65180;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2016-05-04;02:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;4;1;4;2
61075;"INCIDENTE";-23,3875;-46,8280555556;"CAJAMAR";"SP";"BRASIL";"";2016-05-05;19:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;5;1;5;19
65190;"INCIDENTE";NA;NA;"FLORIANÓPOLIS";"SC";"BRASIL";"SBFL";2016-05-06;20:24:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;6;1;6;20
65185;"INCIDENTE";-8,6263888889;-34,9227777778;"RECIFE";"PE";"BRASIL";"SBRF";2016-05-10;11:24:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;10;2;3;11
65198;"INCIDENTE GRAVE";-11,2644444444;-61,2588888889;"CACOAL";"RO";"BRASIL";"SSKW";2016-05-13;19:19:00;"SIM";"FINALIZADA";"IG-084/CENIPA/2016";"SIM";2019-03-11;7;1;"NÃO";5;13;2;6;19
65202;"INCIDENTE";-18,8836111111;-48,2252777778;"UBERLÂNDIA";"MG";"BRASIL";"SBUL";2016-05-13;12:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;13;2;6;12
65203;"INCIDENTE GRAVE";-22,8591666667;-47,1080555556;"CAMPINAS";"SP";"BRASIL";"SDAM";2016-05-14;12:30:00;"SIM";"FINALIZADA";"IG-085/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";5;14;2;7;12
65229;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2016-05-15;15:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;15;3;1;15
65210;"ACIDENTE";-23,2011111111;-48,9772222222;"AVARÉ";"SP";"BRASIL";"";2016-05-16;15:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";5;16;3;2;15
65218;"ACIDENTE";-16,2022222222;-46,5213888889;"UNAÍ";"MG";"BRASIL";"";2016-05-17;11:30:00;"";"FINALIZADA";"A-086/CENIPA/2016";"SIM";2020-10-29;1;1;"NÃO";5;17;3;3;11
65259;"ACIDENTE";NA;NA;"IMBUIA";"SC";"BRASIL";"";2016-05-23;13:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";5;23;4;2;13
65244;"ACIDENTE";-21,5633333333;-43,1683333333;"GOIANÁ";"MG";"BRASIL";"";2016-05-26;18:10:00;"SIM";"FINALIZADA";"A-087/CENIPA/2016";"SIM";2020-04-22;3;1;"NÃO";5;26;4;5;18
65272;"INCIDENTE";-3,72;-38,5422222222;"FORTALEZA";"CE";"BRASIL";"SBFZ";2016-05-26;14:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;26;4;5;14
66342;"INCIDENTE";-16,3625;-48,9280555556;"ANÁPOLIS";"GO";"BRASIL";"SWNS";2016-05-27;18:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;27;4;6;18
65255;"ACIDENTE";-18,1280555556;-48,5713888889;"CORUMBAÍBA";"GO";"BRASIL";"";2016-05-29;16:30:00;"SIM";"FINALIZADA";"A-088/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";5;29;5;1;16
65270;"INCIDENTE GRAVE";NA;NA;"CAMPO MAGRO";"PR";"BRASIL";"";2016-06-02;14:15:00;"SIM";"FINALIZADA";"IG-089/CENIPA/2016";"SIM";2017-06-22;2;1;"NÃO";6;2;1;5;14
65262;"INCIDENTE";-20,4686111111;55,6725;"CAMPO GRANDE";"MS";"BRASIL";"SBCG";2016-06-03;18:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;3;1;6;18
65290;"INCIDENTE";-22,5252777778;-44,1072222222;"VOLTA REDONDA";"RJ";"BRASIL";"";2016-06-03;13:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;3;1;6;13
65275;"INCIDENTE";NA;NA;"FLORIANÓPOLIS";"SC";"BRASIL";"SBFL";2016-06-04;13:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;4;1;7;13
65288;"INCIDENTE";-5,5305555556;-47,4583333333;"IMPERATRIZ";"MA";"BRASIL";"SBIZ";2016-06-06;15:55:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;6;1;2;15
65293;"INCIDENTE GRAVE";-7,2183333333;-39,2716666667;"JUAZEIRO DO NORTE";"CE";"BRASIL";"SBJU";2016-06-06;07:10:00;"SIM";"FINALIZADA";"IG-090/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";6;6;1;2;7
65289;"INCIDENTE GRAVE";-5,3677777778;-49,1383333333;"MARABÁ";"PA";"BRASIL";"SBMA";2016-06-07;12:53:00;"SIM";"";"";"NÃO";NA;0;1;"SIM";6;7;1;3;12
65292;"ACIDENTE";NA;NA;"FLORIANÓPOLIS";"SC";"BRASIL";"SSKT";2016-06-11;16:37:00;"SIM";"FINALIZADA";"A-091/CENIPA/2016";"SIM";2017-05-02;2;1;"SIM";6;11;2;7;16
65330;"INCIDENTE GRAVE";-15,8547222222;-56,0788888889;"SANTO ANTÔNIO DO LEVERGER";"MT";"BRASIL";"SWLV";2016-06-12;15:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";6;12;2;1;15
65367;"ACIDENTE";-22,1469444444;-49,9505555556;"MARÍLIA";"SP";"BRASIL";"";2016-06-12;14:35:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";6;12;2;1;14
65318;"INCIDENTE GRAVE";-17,3169444444;-44,8602777778;"PIRAPORA";"MG";"BRASIL";"SNPX";2016-06-13;11:05:00;"SIM";"FINALIZADA";"IG-092/CENIPA/2016";"SIM";2019-10-28;4;1;"SIM";6;13;2;2;11
65324;"INCIDENTE";-15,8544444444;-48,0669444444;"BRASÍLIA";"DF";"BRASIL";"";2016-06-13;20:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;13;2;2;20
65321;"ACIDENTE";-10,9583333333;-61,9880555556;"JI-PARANÁ";"RO";"BRASIL";"";2016-06-21;10:30:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";6;21;3;3;10
65372;"INCIDENTE";-22,81;-43,2497222222;"RIO DE JANEIRO";"RJ";"BRASIL";"SBGL";2016-06-21;20:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;21;3;3;20
65459;"INCIDENTE";-22,9875;-43,37;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2016-06-23;10:32:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;23;4;5;10
65359;"INCIDENTE GRAVE";-22,7105555556;-47,6194444444;"PIRACICABA";"SP";"BRASIL";"SDPW";2016-06-25;13:59:00;"SIM";"FINALIZADA";"IG-160/CENIPA/2016";"SIM";2019-05-16;2;1;"NÃO";6;25;4;7;13
65337;"ACIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2016-06-26;20:10:00;"SIM";"FINALIZADA";"A-093/CENIPA/2016";"SIM";2018-06-25;0;1;"SIM";6;26;4;1;20
65360;"ACIDENTE";-23,2827777778;-46,8336111111;"JUNDIAÍ";"SP";"BRASIL";"";2016-06-26;11:10:00;"SIM";"FINALIZADA";"A-094/CENIPA/2016";"SIM";2019-05-16;2;1;"NÃO";6;26;4;1;11
65358;"INCIDENTE";3,7766666667;38,5322222222;"FORTALEZA";"CE";"BRASIL";"SBFZ";2016-06-28;17:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;28;4;3;17
65399;"INCIDENTE";NA;NA;"NAVEGANTES";"SC";"BRASIL";"SBNF";2016-06-29;16:58:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;29;5;4;16
65380;"INCIDENTE GRAVE";-22,9791666667;-46,5208333333;"BRAGANÇA PAULISTA";"SP";"BRASIL";"SBBP";2016-06-30;15:25:00;"SIM";"FINALIZADA";"IG-095/CENIPA/2016";"SIM";2019-12-18;0;1;"NÃO";6;30;5;5;15
65383;"ACIDENTE";-1,4452777778;-48,4458333333;"BELÉM";"PA";"BRASIL";"";2016-07-02;16:25:00;"SIM";"FINALIZADA";"A-096/CENIPA/2016";"SIM";2018-05-10;0;1;"NÃO";7;2;1;7;16
65389;"INCIDENTE";-12,9086111111;-38,3225;"SALVADOR";"BA";"BRASIL";"SBSV";2016-07-02;15:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;2;1;7;15
65392;"INCIDENTE";-21,7961111111;-43,3863888889;"JUIZ DE FORA";"MG";"BRASIL";"SBJF";2016-07-04;17:32:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;4;1;2;17
65418;"INCIDENTE";-1,415;-48,4588888889;"BELÉM";"PA";"BRASIL";"SBJC";2016-07-05;12:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;5;1;3;12
65394;"ACIDENTE";NA;NA;"PARÁ DE MINAS";"MG";"BRASIL";"";2016-07-06;16:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";7;6;1;4;16
65397;"ACIDENTE";NA;NA;"APUÍ";"AM";"BRASIL";"";2016-07-07;19:00:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";7;7;1;5;19
65424;"ACIDENTE";-10,7297222222;-52,3883333333;"SÃO JOSÉ DO XINGU";"MT";"BRASIL";"";2016-07-07;13:00:00;"SIM";"FINALIZADA";"A-097/CENIPA/2016";"SIM";2019-04-08;0;1;"SIM";7;7;1;5;13
65414;"INCIDENTE GRAVE";-20,0472222222;-43,9613888889;"NOVA LIMA";"MG";"BRASIL";"SJLY";2016-07-08;19:50:00;"SIM";"FINALIZADA";"IG-099/CENIPA/2016";"SIM";2018-05-10;1;1;"NÃO";7;8;2;6;19
65421;"ACIDENTE";-22,7427777778;-48,4680555556;"BOTUCATU";"SP";"BRASIL";"";2016-07-08;20:20:00;"SIM";"FINALIZADA";"A-098/CENIPA/2016";"SIM";2019-06-28;0;1;"NÃO";7;8;2;6;20
65413;"ACIDENTE";-18,7661111111;-44,4580555556;"CURVELO";"MG";"BRASIL";"SNQV";2016-07-10;16:00:00;"SIM";"ATIVA";"A-161/CENIPA/2016";"NÃO";NA;0;1;"SIM";7;10;2;1;16
65412;"INCIDENTE GRAVE";-20,4694444444;-54,6702777778;"CAMPO GRANDE";"MS";"BRASIL";"SBCG";2016-07-12;17:24:00;"";"FINALIZADA";"IG-100/CENIPA/2016";"SIM";2017-10-27;2;1;"SIM";7;12;2;3;17
65422;"INCIDENTE";-20,5855555556;48,5958333333;"BARRETOS";"SP";"BRASIL";"SNBA";2016-07-12;17:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;12;2;3;17
65420;"INCIDENTE";-22,9108333333;-43,1638888889;"RIO DE JANEIRO";"RJ";"BRASIL";"SBRJ";2016-07-14;12:06:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;2;"NÃO";7;14;2;5;12
65425;"ACIDENTE";-24,7513888889;-48,1952777778;"CAJATI";"SP";"BRASIL";"";2016-07-17;15:00:00;"SIM";"FINALIZADA";"A-101/CENIPA/2016";"SIM";2021-08-19;2;1;"NÃO";7;17;3;1;15
65426;"INCIDENTE";-7,2183333333;-39,2716666667;"JUAZEIRO DO NORTE";"CE";"BRASIL";"SBJU";2016-07-17;17:16:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;17;3;1;17
65445;"ACIDENTE";-2,5744444444;-54,7313888889;"SANTARÉM";"PA";"BRASIL";"SNSH";2016-07-19;15:30:00;"SIM";"FINALIZADA";"A-102/CENIPA/2016";"SIM";2018-05-10;0;2;"NÃO";7;19;3;3;15
65446;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2016-07-20;14:23:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;20;3;4;14
65441;"INCIDENTE GRAVE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBBI";2016-07-21;16:55:00;"SIM";"FINALIZADA";"IG-103/CENIPA/2016";"SIM";2017-08-01;0;1;"SIM";7;21;3;5;16
65443;"INCIDENTE GRAVE";-14,7580555556;-42,6688888889;"URANDI";"BA";"BRASIL";"";2016-07-23;15:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;23;4;7;15
65460;"INCIDENTE";NA;NA;"JAGUARUNA";"SC";"BRASIL";"SBJA";2016-07-23;13:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;23;4;7;13
65492;"INCIDENTE";-14,8155555556;-53,1330555556;"NOVO SÃO JOAQUIM";"MT";"BRASIL";"SDZX";2016-07-24;09:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;24;4;1;9
65491;"INCIDENTE";-14,8155555556;-53,1330555556;"NOVO SÃO JOAQUIM";"MT";"BRASIL";"";2016-07-25;15:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;25;4;2;15
65450;"INCIDENTE";-23,4355555556;-46,4730555556;"SÃO PAULO";"SP";"BRASIL";"SBGR";2016-07-26;19:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;26;4;3;19
65461;"INCIDENTE";-5,7688888889;-35,3663888889;"SÃO GONÇALO DO AMARANTE";"RN";"BRASIL";"SBSG";2016-07-28;17:02:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;28;4;5;17
65471;"ACIDENTE";-22,9397222222;-43,1877777778;"RIO DE JANEIRO";"RJ";"BRASIL";"SDPG";2016-07-29;19:05:00;"SIM";"ATIVA";"A-104/CENIPA/2016";"NÃO";NA;0;1;"NÃO";7;29;5;6;19
65469;"ACIDENTE";-22,7105555556;-47,6194444444;"PIRACICABA";"SP";"BRASIL";"SDPW";2016-07-31;15:00:00;"SIM";"FINALIZADA";"IG-106/CENIPA/2016";"SIM";2018-05-10;1;1;"NÃO";7;31;5;1;15
65483;"INCIDENTE";-7,2183333333;-39,2716666667;"JUAZEIRO DO NORTE";"CE";"BRASIL";"SBJU";2016-07-31;11:52:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;31;5;1;11
65490;"ACIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2016-07-31;23:57:00;"SIM";"FINALIZADA";"A-105/CENIPA/2016";"SIM";2019-01-29;0;1;"NÃO";7;31;5;1;23
65494;"INCIDENTE";-18,8836111111;-48,2252777778;"UBERLÂNDIA";"MG";"BRASIL";"SBUL";2016-07-31;01:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;31;5;1;1
65496;"INCIDENTE";-5,3677777778;-49,1383333333;"MARABÁ";"PA";"BRASIL";"SBMA";2016-08-02;20:12:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;2;1;3;20
65507;"INCIDENTE";-6,3905555556;-41,7661111111;"VALENÇA DO PIAUÍ";"PI";"BRASIL";"";2016-08-02;16:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;2;1;3;16
65493;"ACIDENTE";-7,2502777778;-64,7838888889;"LÁBREA";"AM";"BRASIL";"SWLB";2016-08-03;19:40:00;"SIM";"FINALIZADA";"A-107/CENIPA/2016";"SIM";2017-06-22;2;1;"NÃO";8;3;1;4;19
65487;"INCIDENTE";-20,4694444444;-54,6702777778;"CAMPO GRANDE";"MS";"BRASIL";"SBCG";2016-08-04;12:07:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;4;1;5;12
65543;"INCIDENTE";NA;NA;"MACAÉ";"RJ";"BRASIL";"9PAA";2016-08-05;18:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;5;1;6;18
65546;"ACIDENTE";-16,5372222222;-49,8422222222;"NAZÁRIO";"GO";"BRASIL";"";2016-08-10;20:20:00;"SIM";"ATIVA";"A-108/CENIPA/2016";"NÃO";NA;0;1;"SIM";8;10;2;4;20
65509;"INCIDENTE GRAVE";-15,4747222222;-44,3863888889;"JANUÁRIA";"MG";"BRASIL";"SNJN";2016-08-11;19:00:00;"SIM";"FINALIZADA";"IG-109/CENIPA/2016";"NÃO";NA;0;1;"NÃO";8;11;2;5;19
65519;"INCIDENTE";-22,3427777778;-41,7638888889;"MACAÉ";"RJ";"BRASIL";"SBME";2016-08-11;17:47:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;11;2;5;17
65512;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2016-08-12;14:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;6;14
65518;"INCIDENTE";-3,7758333333;-38,5322222222;"FORTALEZA";"CE";"BRASIL";"SBFZ";2016-08-12;15:03:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;6;15
65528;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2016-08-12;12:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;12;2;6;12
65516;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBCT";2016-08-15;15:21:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;2;15
65530;"INCIDENTE";-33,4363888889;-56,9441666667;"SÃO PAULO";"SP";"BRASIL";"SBSP";2016-08-15;18:35:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;15;3;2;18
65536;"INCIDENTE GRAVE";-3,0752777778;-60,0086111111;"MANAUS";"AM";"BRASIL";"SWFN";2016-08-21;13:00:00;"SIM";"FINALIZADA";"IG-110/CENIPA/2016";"SIM";2017-06-22;1;1;"NÃO";8;21;3;1;13
65548;"ACIDENTE";-15,8525;-56,0880555556;"SANTO ANTÔNIO DO LEVERGER";"MT";"BRASIL";"SWLV";2016-08-21;15:00:00;"SIM";"FINALIZADA";"A-111/CENIPA/2016";"SIM";2021-09-17;1;1;"SIM";8;21;3;1;15
65545;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2016-08-23;12:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;23;4;3;12
65563;"ACIDENTE";NA;NA;"LAGES";"SC";"BRASIL";"SBLJ";2016-08-23;15:15:00;"SIM";"";"";"NÃO";NA;0;1;"SIM";8;23;4;3;15
65572;"INCIDENTE";-16,6297222222;-49,2266666667;"GOIÂNIA";"GO";"BRASIL";"SBGO";2016-08-25;00:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;25;4;5;0
65569;"ACIDENTE";-23,2291666667;-45,8613888889;"SÃO JOSÉ DOS CAMPOS";"SP";"BRASIL";"SBSJ";2016-08-27;12:30:00;"SIM";"FINALIZADA";"A-112/CENIPA/2016";"SIM";2021-11-16;3;1;"NÃO";8;27;4;7;12
65693;"INCIDENTE";-23,4319444444;-46,4694444444;"GUARULHOS";"SP";"BRASIL";"SBGR";2016-08-27;13:53:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";8;27;4;7;13
65575;"INCIDENTE GRAVE";-22,9225;-43,3591666667;"RIO DE JANEIRO";"RJ";"BRASIL";"";2016-08-28;20:44:00;"SIM";"ATIVA";"IG-113/CENIPA/2016";"NÃO";NA;0;1;"NÃO";8;28;4;1;20
65633;"INCIDENTE GRAVE";-20,1675;-43,89333;"NOVA LIMA";"MG";"BRASIL";"";2016-08-31;17:40:00;"SIM";"ATIVA";"IG-114/CENIPA/2016";"NÃO";NA;0;1;"NÃO";8;31;5;4;17
65589;"INCIDENTE";-33,4363888889;-56,9441666667;"SÃO PAULO";"SP";"BRASIL";"SBSP";2016-09-01;13:26:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;1;1;5;13
65627;"ACIDENTE";NA;NA;"ALTO PARANÁ";"PR";"BRASIL";"";2016-09-01;14:30:00;"SIM";"";"";"NÃO";NA;0;1;"NÃO";9;1;1;5;14
65632;"ACIDENTE";-12,5091666667;-55,6822222222;"SORRISO";"MT";"BRASIL";"SSQI";2016-09-01;19:05:00;"SIM";"FINALIZADA";"A-115/CENIPA/2016";"SIM";2017-08-01;0;1;"NÃO";9;1;1;5;19
65736;"INCIDENTE";-16,3625;-48,9280555556;"ANÁPOLIS";"GO";"BRASIL";"SWNS";2016-09-06;20:30:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;2;"NÃO";9;6;1;3;20
65660;"INCIDENTE";NA;NA;"JOINVILLE";"SC";"BRASIL";"SBJV";2016-09-07;16:36:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;7;1;4;16
65622;"ACIDENTE";NA;NA;"CRUZ ALTA";"RS";"BRASIL";"SSAK";2016-09-08;13:00:00;"SIM";"FINALIZADA";"A-116/CENIPA/2016";"SIM";2017-08-01;0;1;"SIM";9;8;2;5;13
65623;"INCIDENTE";-23,5088888889;-46,6344444444;"SÃO PAULO";"SP";"BRASIL";"SBMT";2016-09-08;18:02:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;8;2;5;18
65653;"ACIDENTE";-22,9752777778;-44,3072222222;"ANGRA DOS REIS";"RJ";"BRASIL";"SDAG";2016-09-10;14:10:00;"SIM";"ATIVA";"A-117/CENIPA/2016";"NÃO";NA;0;1;"SIM";9;10;2;7;14
65659;"INCIDENTE";-21,2672222222;-43,7605555556;"BARBACENA";"MG";"BRASIL";"SBBQ";2016-09-12;12:46:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;12;2;2;12
65662;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"SBCT";2016-09-13;17:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;13;2;3;17
65674;"INCIDENTE";-15,8711111111;-47,9186111111;"BRASÍLIA";"DF";"BRASIL";"SBBR";2016-09-13;23:00:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;13;2;3;23
65684;"INCIDENTE";-15,65;-56,1175;"CUIABÁ";"MT";"BRASIL";"SBCY";2016-09-14;21:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;14;2;4;21
65679;"INCIDENTE";-23,1816666667;-46,9436111111;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2016-09-15;14:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";9;15;3;5;14
